ITEM;DESTINATARIO_DOACAO;CNPJ_DESTINATARIO_DOACAO;DATA_ENTREGA;CIDADE_DESTINATARIO;PRODUTO;QUANTIDADE;UNIDADE_MEDIDA;VALOR_UNITARIO;VALOR_TOTAL
628;PREFEITURA DE OUROVERDEDEMINAS;18.404.947/0001-23;2020-06-08;OURO VERDE DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
629;PREFEITURA DE OUROVERDEDEMINAS;18.404.947/0001-23;2020-06-08;OURO VERDE DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
630;PREFEITURA DE SANTANADORIACHO;18.715.458/0001-92;2020-06-08;SANTANA DO RIACHO;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
631;PREFEITURA DE SAOROQUEDEMINAS;18.306.670/0001-04;2020-06-08;SAO ROQUE DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
632;PREFEITURA DE SAOSEBASTIAODOPARAISO;18.241.349/0001-80;2020-06-08;SAO SEBASTIAO DO PARAISO;ALCOOL EM GEL 5L;120;LT;16;1920
633;PREFEITURA DE PESCADOR;18.404.962/0001-71;2020-06-08;PESCADOR;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
634;PREFEITURA DE PESCADOR;18.404.962/0001-71;2020-06-08;PESCADOR;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
635;PREFEITURA DE PESCADOR;18.404.962/0001-71;2020-06-08;PESCADOR;MASCARA DESCARTAVEL;1000;UN;2,74;2740
636;PREFEITURA DE AGUACOMPRIDA;25.324.187/0001-00;2020-06-08;AGUA COMPRIDA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
637;PREFEITURA DE AGUACOMPRIDA;25.324.187/0001-00;2020-06-08;AGUA COMPRIDA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
638;PREFEITURA DE AGUACOMPRIDA;25.324.187/0001-00;2020-06-08;AGUA COMPRIDA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
639;PREFEITURA DE CONCEICAODEIPANEMA;18.334.300/0001-72;2020-06-08;CONCEIÇAO DE IPANEMA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
640;PREFEITURA DE CONCEICAODEIPANEMA;18.334.300/0001-72;2020-06-08;CONCEIÇAO DE IPANEMA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
641;PREFEITURA DE CONCEICAODEIPANEMA;18.334.300/0001-72;2020-06-08;CONCEIÇAO DE IPANEMA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
642;PREFEITURA DE LARANJAL;17.947.615/0001-22;2020-06-08;LARANJAL;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
643;PREFEITURA DE LARANJAL;17.947.615/0001-22;2020-06-08;LARANJAL;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
644;PREFEITURA DE LARANJAL;17.947.615/0001-22;2020-06-08;LARANJAL;MASCARA DESCARTAVEL;1000;UN;2,74;2740
645;PREFEITURA DE IAPU;18.338.830/0001-99;2020-06-08;IAPU;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
646;PREFEITURA DE IAPU;18.338.830/0001-99;2020-06-08;IAPU;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
647;PREFEITURA DE IAPU;18.338.830/0001-99;2020-06-08;IAPU;MASCARA DESCARTAVEL;1000;UN;2,74;2740
648;PREFEITURA DE NAQUE;01.613.208/0001-49;2020-06-08;NAQUE;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
649;PREFEITURA DE NAQUE;01.613.208/0001-49;2020-06-08;NAQUE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
650;PREFEITURA DE NAQUE;01.613.208/0001-49;2020-06-08;NAQUE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
651;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-08;CRUZILIA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
652;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-08;CRUZILIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
653;PREFEITURA DE CRUZILIA;18.008.904/0001-29;2020-06-08;CRUZILIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
654;PREFEITURA DE LASSANCE;18.279.125/0001-68;2020-06-08;LASSANCE;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
655;PREFEITURA DE LASSANCE;18.279.125/0001-68;2020-06-08;LASSANCE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
656;PREFEITURA DE LASSANCE;18.279.125/0001-68;2020-06-08;LASSANCE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
657;PREFEITURA DE HELIODORA;18.712.133/0001-56;2020-06-08;HELIODORA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
658;PREFEITURA DE HELIODORA;18.712.133/0001-56;2020-06-08;HELIODORA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
659;PREFEITURA DE HELIODORA;18.712.133/0001-56;2020-06-08;HELIODORA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
660;PREFEITURA DE NATERCIA;17.935.412/0001-16;2020-06-08;NATERCIA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
661;PREFEITURA DE NATERCIA;17.935.412/0001-16;2020-06-08;NATERCIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
662;PREFEITURA DE NATERCIA;17.935.412/0001-16;2020-06-08;NATERCIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
663;PREFEITURA DE SOLEDADEDEMINAS;18.188.235/0001-14;2020-06-08;SOLEDADE DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1200;UN;2,5;3000
664;PREFEITURA DE SOLEDADEDEMINAS;18.188.235/0001-14;2020-06-08;SOLEDADE DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
665;PREFEITURA DE SOLEDADEDEMINAS;18.188.235/0001-14;2020-06-08;SOLEDADE DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
666;PREFEITURA DE BIASFORTES;18.094.771/0001-50;2020-06-08;BIAS FORTES;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
667;PREFEITURA DE BIASFORTES;18.094.771/0001-50;2020-06-08;BIAS FORTES;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
668;PREFEITURA DE BIASFORTES;18.094.771/0001-50;2020-06-08;BIAS FORTES;MASCARA DESCARTAVEL;1000;UN;2,74;2740
669;PREFEITURA DE JAMPRUCA;66.230.384/0001-47;2020-06-08;JAMPRUCA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
670;PREFEITURA DE JAMPRUCA;66.230.384/0001-47;2020-06-08;JAMPRUCA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
671;PREFEITURA DE JAMPRUCA;66.230.384/0001-47;2020-06-08;JAMPRUCA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
672;PREFEITURA DE DELFINOPOLIS;17.894.064/0001-86;2020-06-08;DELFINOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
673;PREFEITURA DE DELFINOPOLIS;17.894.064/0001-86;2020-06-08;DELFINOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
674;PREFEITURA DE DELFINOPOLIS;17.894.064/0001-86;2020-06-08;DELFINOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
675;PREFEITURA DE ACUCENA;21.078.563/0001-72;2020-06-08;AÇUCENA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
676;PREFEITURA DE ACUCENA;21.078.563/0001-72;2020-06-08;AÇUCENA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
677;PREFEITURA DE ACUCENA;21.078.563/0001-72;2020-06-08;AÇUCENA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
678;PREFEITURA DE RIOPIRACICABA;18.400.945/0002-47;2020-06-08;RIO PIRACICABA;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
679;PREFEITURA DE RIOPIRACICABA;18.400.945/0002-47;2020-06-08;RIO PIRACICABA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
680;PREFEITURA DE RIOPIRACICABA;18.400.945/0002-47;2020-06-08;RIO PIRACICABA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
681;PREFEITURA DE CURRALDEDENTRO;01.613.076/0001-55;2020-06-08;CURRAL DE DENTRO;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
682;PREFEITURA DE CURRALDEDENTRO;01.613.076/0001-55;2020-06-08;CURRAL DE DENTRO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
683;PREFEITURA DE CURRALDEDENTRO;01.613.076/0001-55;2020-06-08;CURRAL DE DENTRO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
684;PREFEITURA DE BERIZAL;01.614.602/0001-00;2020-06-08;BERIZAL;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
685;PREFEITURA DE BERIZAL;01.614.602/0001-00;2020-06-08;BERIZAL;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
686;PREFEITURA DE BERIZAL;01.614.602/0001-00;2020-06-08;BERIZAL;MASCARA DESCARTAVEL;1000;UN;2,74;2740
687;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-06-08;DIVINESIA;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
688;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-06-08;DIVINESIA;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
689;PREFEITURA DE DIVINESIA;18.128.280/0001-83;2020-06-08;DIVINESIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
690;PREFEITURA DE BERILO;17.700.758/0001-35;2020-06-08;BERILO;MASCARA TRICOLINE 100% ALCODAO;1600;UN;2,5;4000
691;PREFEITURA DE BERILO;17.700.758/0001-35;2020-06-08;BERILO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
692;PREFEITURA DE BERILO;17.700.758/0001-35;2020-06-08;BERILO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
693;PREFEITURA DE LAMBARI;17.877.200/0001-20;2020-06-08;LAMBARI;MASCARA TRICOLINE 100% ALCODAO;1500;UN;2,5;3750
694;PREFEITURA DE LAMBARI;17.877.200/0001-20;2020-06-08;LAMBARI;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
695;PREFEITURA DE LAMBARI;17.877.200/0001-20;2020-06-08;LAMBARI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
696;POLICIAMILITARDOESTADODEMINASGERAI;16.695.025/0001-97;2020-06-08;BELO HORIZONTE;MASCARA TRICOLINE 100% ALCODAO;500;UN;2,5;1250
697;PREFEITURA DE JEQUERI;18.316.166/0001-87;2020-06-08;JEQUERI;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
698;PREFEITURA DE JEQUERI;18.316.166/0001-87;2020-06-08;JEQUERI;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
699;PREFEITURA DE JEQUERI;18.316.166/0001-87;2020-06-08;JEQUERI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
700;PREFEITURA DE LAMIM;24.179.426/0001-12;2020-06-08;LAMIM;MASCARA TRICOLINE 100% ALCODAO;800;UN;2,5;2000
701;PREFEITURA DE LAMIM;24.179.426/0001-12;2020-06-08;LAMIM;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
702;PREFEITURA DE LAMIM;24.179.426/0001-12;2020-06-08;LAMIM;MASCARA DESCARTAVEL;1000;UN;2,74;2740
703;PREFEITURA DE CAJURI;18.132.456/0001-70;2020-06-08;CAJURI;MASCARA TRICOLINE 100% ALCODAO;400;UN;2,5;1000
704;PREFEITURA DE CAJURI;18.132.456/0001-70;2020-06-08;CAJURI;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
705;PREFEITURA DE CAJURI;18.132.456/0001-70;2020-06-08;CAJURI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
706;SEPLAGTEL:COD:1116;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
707;CEDEC - CORDENADORIA ESTADUAL DE DEFESA;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
708;PREFEITURA DE RIOVERMELHO;18.303.255/0001-99;2020-06-08;RIO VERMELHO;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
709;PREFEITURA DE RIOVERMELHO;18.303.255/0001-99;2020-06-08;RIO VERMELHO;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
710;PREFEITURA DE RIOVERMELHO;18.303.255/0001-99;2020-06-08;RIO VERMELHO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
711;UPA ACRIZIOMENEZES;18.715.516/0001-88;2020-06-08;RIBEIRÃO DAS NEVES;MASCARA CIRURGICA;1000;UN;0,01;10
712;UPA 24HORASPREFEITOLUIZISSA;18.715.516/0001-88;2020-06-08;VESPASIANO;MASCARA CIRURGICA;1000;UN;0,01;10
713;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-06-08;SETE LAGOAS;MASCARA CIRURGICA;1000;UN;0,01;10
714;POLICIACIVILDOESTADODEMINASGERAIS;18.715.532/0001-70;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;5;LT;2,83;14,15
715;POLICIACIVILDOESTADODEMINASGERAIS;18.715.532/0001-70;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;300;UN;0,27;81
716;POLICIACIVILDOESTADODEMINASGERAIS;18.715.532/0001-70;2020-06-08;BELO HORIZONTE;RESPIRADOR DESCARTAVEL DOBRAVEL PFF-2 AZ;200;UN;9,9;1980
717;GABINETEMILITAR;18.715.565/0001-10;2020-06-08;BELO HORIZONTE;MASCARA DE PROTECAO;50;UN;4,396;219,8
718;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-06-08;SETE LAGOAS;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
719;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-06-08;SETE LAGOAS;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
720;UPA DR.JUVENALPAIVA;18.715.516/0001-88;2020-06-08;SETE LAGOAS;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
721;PREFEITURA DE SETELAGOAS;24.996.969/0001-22;2020-06-08;SETE LAGOAS;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
722;PREFEITURA DE SETELAGOAS;24.996.969/0001-22;2020-06-08;SETE LAGOAS;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
723;UPA LESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
724;UPA LESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
725;UPA LESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
726;UPA OESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
727;UPA OESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
728;UPA OESTE-BELOHORIZONTE;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
729;UPA SÃOBENEDITO;18.715.516/0001-88;2020-06-08;UBERABA;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
730;UPA SÃOBENEDITO;18.715.516/0001-88;2020-06-08;UBERABA;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
731;UPA SÃOBENEDITO;18.715.516/0001-88;2020-06-08;UBERABA;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
732;NOVA UPA JK-CONTAGEM;18.715.516/0001-88;2020-06-08;CONTAGEM;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
733;NOVA UPA JK-CONTAGEM;18.715.516/0001-88;2020-06-08;CONTAGEM;ALCOOL GLICERINADO 70% - GALÃO 5L;55;LT;2,83;155,65
734;NOVA UPA JK-CONTAGEM;18.715.516/0001-88;2020-06-08;CONTAGEM;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
735;UPA VENDANOVA;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
736;UPA VENDANOVA;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
737;UPA VENDANOVA;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
738;UPA ACRIZIOMENEZES;18.715.516/0001-88;2020-06-08;RIBEIRÃO DAS NEVES;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
739;UPA ACRIZIOMENEZES;18.715.516/0001-88;2020-06-08;RIBEIRÃO DAS NEVES;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
740;UPA ACRIZIOMENEZES;18.715.516/0001-88;2020-06-08;RIBEIRÃO DAS NEVES;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
741;UPA TERESÓPOLIS;18.715.516/0001-88;2020-06-08;BETIM;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
742;UPA TERESÓPOLIS;18.715.516/0001-88;2020-06-08;BETIM;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
743;UPA TERESÓPOLIS;18.715.516/0001-88;2020-06-08;BETIM;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
744;UPA BARREIRO;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;MASCARA TIPO CIRURGICA TNT > 95% BFE;8000;UN;3,085;24680
745;UPA BARREIRO;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;ALCOOL GLICERINADO 70% - GALÃO 5L;75;LT;2,83;212,25
746;UPA BARREIRO;18.715.516/0001-88;2020-06-08;BELO HORIZONTE;LUVA DESC NITRIL AZ G CX C/300 VLI;900;UN;0,27;243
747;PREFEITURA DE DIVINOLANDIADEMINAS;18.307.405/0001-32;2020-06-09;DIVINOLÂNDIA DE MINAS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
748;PREFEITURA DE DIVINOLANDIADEMINAS;18.307.405/0001-32;2020-06-09;DIVINOLÂNDIA DE MINAS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
749;PREFEITURA DE DIVINOLANDIADEMINAS;18.307.405/0001-32;2020-06-09;DIVINOLÂNDIA DE MINAS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
750;PREFEITURA DE RIACHINHO;25.222.118/0001-95;2020-06-09;RIACHINHO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
751;PREFEITURA DE RIACHINHO;25.222.118/0001-95;2020-06-09;RIACHINHO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
752;PREFEITURA DE RIACHINHO;25.222.118/0001-95;2020-06-09;RIACHINHO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
753;PREFEITURA DE UNAI;18.125.161/0001-77;2020-06-09;UNAI;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
754;PREFEITURA DE UNAI;18.125.161/0001-77;2020-06-09;UNAI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
755;PREFEITURA DE COQUEIRAL;18.239.624/0001-21;2020-06-09;COQUEIRAL;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553
756;PREFEITURA DE COQUEIRAL;18.239.624/0001-21;2020-06-09;COQUEIRAL;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
757;PREFEITURA DE COQUEIRAL;18.239.624/0001-21;2020-06-09;COQUEIRAL;MASCARA DESCARTAVEL;1000;UN;2,74;2740
758;PREFEITURA DE MANHUMIRIM;18.392.530/0001-98;2020-06-09;MANHUMIRIM;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553
759;PREFEITURA DE MANHUMIRIM;18.392.530/0001-98;2020-06-09;MANHUMIRIM;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
760;PREFEITURA DE MANHUMIRIM;18.392.530/0001-98;2020-06-09;MANHUMIRIM;MASCARA DESCARTAVEL;1000;UN;2,74;2740
761;PREFEITURA DE POCRANE;18.334.318/0001-74;2020-06-09;POCRANE;ALCOOL GLICERINADO 70% - GALÃO 5L;50;LT;2,83;141,5
762;PREFEITURA DE POCRANE;18.334.318/0001-74;2020-06-09;POCRANE;MASCARA DESCARTAVEL;1000;UN;2,74;2740
763;PREFEITURA DE INDAIABIRA;01.614.599/0001-16;2020-06-09;INDAIABIRA;MASCARA TIPO CIRURGICA TNT > 95% BFE;1800;UN;3,085;5553
764;PREFEITURA DE INDAIABIRA;01.614.599/0001-16;2020-06-09;INDAIABIRA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
765;PREFEITURA DE INDAIABIRA;01.614.599/0001-16;2020-06-09;INDAIABIRA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
766;PREFEITURA DE BUENOPOLIS;17.694.852/0001-29;2020-06-09;BUENOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
767;PREFEITURA DE BUENOPOLIS;17.694.852/0001-29;2020-06-09;BUENOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
768;PREFEITURA DE BUENOPOLIS;17.694.852/0001-29;2020-06-09;BUENOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
769;PREFEITURA DE ABRECAMPO;17.695.008/0001-12;2020-06-09;ABRE CAMPO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
770;PREFEITURA DE ABRECAMPO;17.695.008/0001-12;2020-06-09;ABRE CAMPO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
771;PREFEITURA DE ABRECAMPO;17.695.008/0001-12;2020-06-09;ABRE CAMPO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
772;PREFEITURA DE BARRALONGA;18.316.182/0001-70;2020-06-09;BARRA LONGA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
773;PREFEITURA DE BARRALONGA;18.316.182/0001-70;2020-06-09;BARRA LONGA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
774;PREFEITURA DE BARRALONGA;18.316.182/0001-70;2020-06-09;BARRA LONGA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
775;PREFEITURA DE MORRODAGARCA;17.695.040/0001-06;2020-06-09;MORRO DA GARÇA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
776;PREFEITURA DE MORRODAGARCA;17.695.040/0001-06;2020-06-09;MORRO DA GARÇA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
777;PREFEITURA DE MORRODAGARCA;17.695.040/0001-06;2020-06-09;MORRO DA GARÇA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
778;PREFEITURA DE AMPARO DO SERRA;01.612.505/0001-70;2020-06-09;AMPARO DO SERRA;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
779;PREFEITURA DE AMPARO DO SERRA;01.612.505/0001-70;2020-06-09;AMPARO DO SERRA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
780;PREFEITURA DE AMPARO DO SERRA;01.612.505/0001-70;2020-06-09;AMPARO DO SERRA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
781;PREFEITURA DE FRANCISCOPOLIS;01.613.394/0001-16;2020-06-09;FRANCISCOPOLIS;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
782;PREFEITURA DE FRANCISCOPOLIS;01.613.394/0001-16;2020-06-09;FRANCISCOPOLIS;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
783;PREFEITURA DE FRANCISCOPOLIS;01.613.394/0001-16;2020-06-09;FRANCISCOPOLIS;MASCARA DESCARTAVEL;1000;UN;2,74;2740
784;PREFEITURA DE JOAQUIMFELICIO;17.694.878/0001-77;2020-06-09;JOAQUIM FELICIO;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
785;PREFEITURA DE JOAQUIMFELICIO;17.694.878/0001-77;2020-06-09;JOAQUIM FELICIO;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
786;PREFEITURA DE JOAQUIMFELICIO;17.694.878/0001-77;2020-06-09;JOAQUIM FELICIO;MASCARA DESCARTAVEL;1000;UN;2,74;2740
787;PREFEITURA DE CRISTIANOOTONI;19.718.402/0001-54;2020-06-09;CRISTIANO OTONI;MASCARA TRICOLINE 100% ALCODAO;1800;UN;2,5;4500
788;PREFEITURA DE CRISTIANOOTONI;19.718.402/0001-54;2020-06-09;CRISTIANO OTONI;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
789;PREFEITURA DE CRISTIANOOTONI;19.718.402/0001-54;2020-06-09;CRISTIANO OTONI;MASCARA DESCARTAVEL;1000;UN;2,74;2740
790;PREFEITURA DE GLAUCILANDIA;01.612.496/0001-17;2020-06-09;GLAUCILÂNDIA;MASCARA TIPO CIRURGICA TNT > 95% BFE;1780;UN;3,085;5491,3
791;PREFEITURA DE GLAUCILANDIA;01.612.496/0001-17;2020-06-09;GLAUCILÂNDIA;MASCARA TRICOLINE 100% ALCODAO;20;UN;2,5;50
792;PREFEITURA DE GLAUCILANDIA;01.612.496/0001-17;2020-06-09;GLAUCILÂNDIA;ALCOOL GLICERINADO 70% - GALÃO 5L;25;LT;2,83;70,75
793;PREFEITURA DE GLAUCILANDIA;01.612.496/0001-17;2020-06-09;GLAUCILÂNDIA;MASCARA DESCARTAVEL;1000;UN;2,74;2740
794;POLICIACIVILDOESTADODEMINASGERAIS;18.715.532/0001-70;2020-06-09;BELO HORIZONTE;MASCARA TRICOLINE 100% ALCODAO;1000;UN;2,5;2500
